"Indicator","Age Group","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1982","Africa","20.9 [19.2-22.6]","20.90000","19.20000","22.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1983","Africa","21.0 [19.4-22.5]","21.00000","19.40000","22.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1984","Africa","21.0 [19.6-22.5]","21.00000","19.60000","22.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1985","Africa","21.1 [19.8-22.5]","21.10000","19.80000","22.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1986","Africa","21.2 [20.0-22.5]","21.20000","20.00000","22.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1987","Africa","21.3 [20.2-22.5]","21.30000","20.20000","22.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1988","Africa","21.4 [20.4-22.5]","21.40000","20.40000","22.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1989","Africa","21.6 [20.6-22.5]","21.60000","20.60000","22.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1990","Africa","21.7 [20.8-22.6]","21.70000","20.80000","22.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1991","Africa","21.8 [21.0-22.6]","21.80000","21.00000","22.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1992","Africa","22.0 [21.2-22.7]","22.00000","21.20000","22.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1993","Africa","22.1 [21.5-22.8]","22.10000","21.50000","22.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1994","Africa","22.3 [21.6-22.9]","22.30000","21.60000","22.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1995","Africa","22.4 [21.8-23.0]","22.40000","21.80000","23.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1996","Africa","22.6 [22.0-23.1]","22.60000","22.00000","23.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1997","Africa","22.7 [22.2-23.2]","22.70000","22.20000","23.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1998","Africa","22.9 [22.4-23.4]","22.90000","22.40000","23.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","1999","Africa","23.0 [22.5-23.5]","23.00000","22.50000","23.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","2000","Africa","23.2 [22.7-23.7]","23.20000","22.70000","23.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","2001","Africa","23.3 [22.9-23.8]","23.30000","22.90000","23.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","2002","Africa","23.5 [23.0-23.9]","23.50000","23.00000","23.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","2003","Africa","23.6 [23.2-24.1]","23.60000","23.20000","24.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","2004","Africa","23.8 [23.3-24.2]","23.80000","23.30000","24.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","2005","Africa","23.9 [23.5-24.4]","23.90000","23.50000","24.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","2006","Africa","24.1 [23.6-24.5]","24.10000","23.60000","24.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Ghana","Female","2007","Africa","24.2 [23.7-24.7]","24.20000","23.70000","24.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1980","Europe","24.1 [21.6-26.5]","24.10000","21.60000","26.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1981","Europe","24.1 [21.8-26.4]","24.10000","21.80000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1982","Europe","24.2 [22.0-26.4]","24.20000","22.00000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1983","Europe","24.2 [22.1-26.3]","24.20000","22.10000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1984","Europe","24.2 [22.3-26.2]","24.20000","22.30000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1985","Europe","24.3 [22.4-26.2]","24.30000","22.40000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1986","Europe","24.3 [22.5-26.1]","24.30000","22.50000","26.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1987","Europe","24.3 [22.6-26.0]","24.30000","22.60000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1988","Europe","24.3 [22.7-26.0]","24.30000","22.70000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1989","Europe","24.4 [22.8-25.9]","24.40000","22.80000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1990","Europe","24.4 [22.9-25.9]","24.40000","22.90000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1991","Europe","24.4 [23.0-25.9]","24.40000","23.00000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1992","Europe","24.5 [23.1-25.9]","24.50000","23.10000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1993","Europe","24.5 [23.1-25.8]","24.50000","23.10000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1994","Europe","24.5 [23.2-25.8]","24.50000","23.20000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1995","Europe","24.5 [23.3-25.8]","24.50000","23.30000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1996","Europe","24.6 [23.4-25.8]","24.60000","23.40000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1997","Europe","24.6 [23.4-25.8]","24.60000","23.40000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1998","Europe","24.6 [23.5-25.8]","24.60000","23.50000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","1999","Europe","24.7 [23.5-25.8]","24.70000","23.50000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","2000","Europe","24.7 [23.6-25.8]","24.70000","23.60000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","2001","Europe","24.7 [23.6-25.8]","24.70000","23.60000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","2002","Europe","24.8 [23.7-25.9]","24.80000","23.70000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","2003","Europe","24.8 [23.7-25.9]","24.80000","23.70000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","2004","Europe","24.9 [23.7-26.0]","24.90000","23.70000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","2005","Europe","24.9 [23.7-26.1]","24.90000","23.70000","26.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","2006","Europe","24.9 [23.6-26.2]","24.90000","23.60000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Greece","Female","2007","Europe","24.9 [23.6-26.3]","24.90000","23.60000","26.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Grenada","Female","1980","Americas","23.7 [20.5-27.0]","23.70000","20.50000","27.00000",""
